,Spearman_coef,Sp-value,mic_score,row
SAFB2,0.21977821152215224,3.5623288319746934e-16,0.28925090903283324,7195
NES,0.05837124773843235,0.03230984968923848,0.28923194527591317,5297
EDNRA,-0.025429288528467143,0.3513967557979333,0.2891990581250138,2431
TRIM5,-0.1580731461384693,5.59266844380323e-09,0.28916836028279114,8705
MAP1B,0.35136534758966426,2.3004787981386905e-40,0.28905877118649315,4560
UBE2S,0.14154411241788514,1.863528006851849e-07,0.2890559512295538,8917
COX6A1,0.15014236645089576,3.154691391306579e-08,0.2890425747638312,1765
ELOVL1,-0.4109516523306629,5.973243742545582e-56,0.28902477479377847,2546
RBM15,0.10774702037664467,7.513902038077976e-05,0.2890083470223877,6761
EIF1B,0.13258810217889974,1.0629864150525825e-06,0.2889821856830039,2485
DOK1,-0.3991428044466734,1.337435616025154e-52,0.28896545697434145,2294
MATR3,0.15366440245471122,1.4792198823455025e-08,0.2889528195239156,4647
HBB,-0.29810511877987206,5.241710946960193e-29,0.28889217480926976,3484
NELFCD,0.0169321075542275,0.5349685913403449,0.2888418924592878,5290
ZNF780B,0.3919024514199328,1.3008576459411781e-50,0.2887502288096069,9584
TMCO3,-0.03630531939054911,0.18329736219261275,0.2886898729247364,8443
HPS1,-0.3944135052632715,2.693927894894386e-51,0.28868363885870574,3657
EFHC2,0.42903123013710276,2.396754319936191e-61,0.28866531735630274,2450
NNT,-0.14209992051793774,1.6665643659767042e-07,0.28865862502302586,5388
ZNF814,-0.20299981492860614,5.6333534080361424e-14,0.28857605258779934,9589
NAALAD2,0.010203386942921503,0.7085060293567729,0.28854324132847564,5148
SH3BP2,-0.11983991364585662,1.048887842588341e-05,0.28845544658786076,7452
TINAGL1,-0.022601361520202642,0.4075442696994357,0.2884346027715274,8398
FNBP4,-0.16085068213492926,2.9879420980637395e-09,0.2884236515425522,2972
PTPRS,-0.004838555756301743,0.8592834222391567,0.28842324323203233,6554
KIAA1107,0.30530351094890473,2.068672011806052e-30,0.2883976167661819,4134
SFMBT1,0.10947573224238086,5.738724002601943e-05,0.2883954521215271,7418
TERF2IP,0.1565054013812648,7.928534684958033e-09,0.2883595182272665,8291
PSMB8,-0.40008294420922247,7.319699074103053e-53,0.2883545654247672,6459
BAZ1A,-0.4441070389702934,4.18398314109512e-66,0.2883456247814893,813
F3,0.33815839638466666,2.4682598203129967e-37,0.28832280461916626,2735
ISG20,-0.3554239611752493,2.5173003415796416e-41,0.2883188503368784,3940
ENC1,-0.08348589026088218,0.002181904774494776,0.2882976813624319,2575
HTR2A,0.23862248421650445,7.208755263492101e-19,0.2882243435522672,3713
PLEKHB2,0.4236557934318711,1.0440442961987588e-59,0.28821817420613666,6081
IFT81,0.4470563202418744,4.595874827129324e-67,0.28820663350596964,3790
SZRD1,0.03755853899532045,0.16862482638927387,0.2881990511369037,8148
NDRG2,0.12039449841166937,9.538258529307944e-06,0.2881943116581118,5226
CAMSAP2,0.3465158434851955,3.101761906442955e-39,0.2881812533823095,1120
PSMD5,-0.3987535967120152,1.7155362713184585e-52,0.28818111258795603,6476
SLC7A11,0.44764681578698695,2.9456314663788285e-67,0.2881073962607177,7675
IFI44L,-0.3621623969348837,5.947676338095008e-43,0.28809774717925185,3765
LRRFIP1,-0.3508925215067505,2.970626690025925e-40,0.28805857931187234,4457
PODXL,0.39339976320155595,5.0953604373381656e-51,0.2880400077298409,6151
OTUB1,-0.05534313046756991,0.04242411905984981,0.288039867303067,5632
SPR,0.016153368986553323,0.5539173064614241,0.2880300201833411,7902
FBXO4,-0.4035439121570309,7.825185857241314e-54,0.28798437791402026,2861
SMIM14,-0.03189829478736606,0.24238124136061928,0.28797665500158487,7739
NLE1,-0.17727110794572865,5.864241931697646e-11,0.2879576854909976,5363
C3,-0.0068605003460579005,0.8015259932627694,0.2879176431249642,1026
LGR4,0.29891184111828356,3.665404969532753e-29,0.2879089185699797,4333
HERPUD1,-0.22624684782109958,4.508600488716589e-17,0.28790007746366203,3531
MXRA7,0.32408289513414995,2.910307968973907e-34,0.28789879688275166,5071
PON3,0.001481181527734366,0.956719466830658,0.2878850764587505,6208
MTHFD1,-0.20721353792348962,1.6440243302602305e-14,0.2878642402158818,5022
CPD,-0.033879025838516486,0.21435140446018844,0.2877901443460427,1780
ADIPOR1,0.05110204770106743,0.06098412289122841,0.2877680570470951,208
TRIM46,0.3005241611168537,1.787106689550196e-29,0.2877455610363859,8704
JUP,0.1454933831065817,8.348036897342411e-08,0.28771202367364823,4021
SLC9A6,0.31677748588312427,9.892060789442296e-33,0.2877070786152236,7687
BICC1,-0.010686638497270735,0.6953751112152239,0.2876879596820168,875
BCL2L1,0.44779534237554697,2.633453642317434e-67,0.2876863609216647,844
FAM214B,-0.07283267887843632,0.007536713653849286,0.28762989802896444,2795
RAMP3,-0.05987204454279935,0.028114127210863232,0.28734467562529725,6693
IFITM1,-0.30827679768854366,5.299494511742111e-31,0.28731014240030084,3772
NUDT7,-0.008854818793029929,0.7455987416718881,0.28727580139321424,5527
TCTN2,0.34503893129530233,6.788122320103357e-39,0.2872595175298258,8266
ACAA1,-0.2901713276182927,1.663578918659318e-27,0.28724274191124116,73
NR2F2,-0.043575345671805876,0.11018422551430997,0.28712836099600775,5456
ELK1,0.36277717418481814,4.207146260458894e-43,0.2871265397850289,2537
SLC27A2,0.29097632594332984,1.1771950720797775e-27,0.28709719946785306,7589
MLX,-0.2350736187170006,2.418775006025672e-18,0.2870926667090229,4846
EFCAB6,0.37446282540493225,5.0435440557575885e-46,0.2870678084656606,2446
PRNP,0.3226473888620373,5.86409067577133e-34,0.2870660146499373,6386
SLC18A2,-0.2610281023927271,2.173474932259308e-22,0.28705906758829736,7540
FGGY,0.4028262490445628,1.2467708874947602e-53,0.28700654822414984,2916
SOS2,-0.27347187801201356,1.69185253988398e-24,0.28697738448601695,7839
GPR137B,0.402119914105812,1.9697042414102737e-53,0.2869251561233055,3324
CXXC4,0.4692635930224577,1.34553945937691e-74,0.2869223762217874,1967
GNAQ,-0.07341943289523856,0.007065640802241732,0.2869014545543547,3247
SLC25A13,0.36459338157910237,1.506121775350961e-43,0.2868832931579743,7564
PCLO,0.3086737721157854,4.413152377744309e-31,0.2868761576064965,5757
SNAI2,-0.15163800847993747,2.2919314013095585e-08,0.2868610246892843,7760
HDLBP,-0.11381023976225534,2.8689944069265914e-05,0.28685241766418607,3509
PLCG2,-0.18690592563666777,4.872854253295585e-12,0.2868438139033552,6064
ARSJ,0.45645155433457163,3.4913358640235006e-70,0.2867391681922911,617
ANAPC15,0.20650467492506971,2.0262720197956525e-14,0.2865954791829066,369
CHST2,0.2930983446999877,4.705379572374411e-28,0.2865735964997273,1535
SMARCE1,-0.39384661809586896,3.848453704420419e-51,0.2865560132830291,7724
SLC8A1,0.35235885777482784,1.3424603040341113e-40,0.2864988050531017,7681
PDIA4,-0.007495617994130018,0.7835894707782569,0.28649317857862167,5825
PCSK6,0.4085184355947364,3.00316677889805e-55,0.2864838534450733,5771
USP11,0.40612303369866043,1.4534233660434344e-54,0.28648256699055424,9014
CYP4B1,-0.04935339499394125,0.07038606743208892,0.2864813564568106,1999
IFIH1,-0.40801101825635017,4.1986570962064525e-55,0.28645263708083746,3767
BBS1,0.3698597244938129,7.376915652127508e-45,0.28643721327697363,818
JPH2,-0.03686475309812717,0.17663486124100375,0.28643365260849346,4014
ROCK1,-0.4181645666609947,4.599461564147732e-58,0.2864258449380897,6991
PTGES,-0.1475080246868937,5.4960021374400925e-08,0.28639476128519914,6506
TNPO1,0.2666586215517721,2.4932305052830238e-23,0.28636922179705515,8573
CROCCP3,0.1913327332316615,1.4845254565010547e-12,0.28633713161329455,1837
SLC6A9,0.3931280596803181,6.042208742791293e-51,0.28626711849264663,7673
JMJD6,0.2120851705658621,3.8286106604422035e-15,0.28625891236746925,4012
KIAA1211L,0.1384697402874768,3.430280591986926e-07,0.2861803734207793,4136
NDUFC1,0.15873264168095066,4.82399077037094e-09,0.2861785937151073,5257
FAM184A,0.26863608955614965,1.1510648477241792e-23,0.28613974026890937,2786
IQSEC1,0.18443581402797032,9.34079840940629e-12,0.2860978401002023,3917
ADGRB2,0.40849488394421896,3.0502806849725883e-55,0.2860900316011455,189
SDHD,-0.2270847824474258,3.433217137637439e-17,0.2860450204792557,7299
DTWD1,-0.17110121677407977,2.6876441421754394e-10,0.2859466973376152,2347
BTF3,-0.32717639172765517,6.348095996384303e-35,0.28593217218984796,948
COL9A2,0.40853758225543035,2.9653989023662683e-55,0.28592899003031325,1716
ZNF606,0.40578014988273914,1.8195369706721922e-54,0.28590536617936024,9551
SLC8B1,-0.39860426361076073,1.8873318436698784e-52,0.28588365871719396,7683
KCND2,-0.03127468536018769,0.2517168255798708,0.2858704621294962,4057
GTF2E2,-0.41257323366002085,2.0209655678223138e-56,0.2858661158163576,3416
CCDC88C,-0.35856188009334033,4.4499413180263967e-42,0.28585316672247657,1214
ITGB1,-0.3827833800990898,3.534077121541266e-48,0.28582643018151443,3965
USP33,-0.28198090017110333,5.268980629019498e-26,0.28582200171453254,9032
TYMP,-0.2620118431687694,1.4944638157868066e-22,0.28577329137173174,8873
TRPC1,0.385712688466085,5.953480046743804e-49,0.28574280312863337,8737
GALNT12,-0.12758663085832134,2.6793014722032936e-06,0.285742554710409,3095
ANO1,-0.034566544614130036,0.2051904272485302,0.28572518818087833,408
NFU1,-0.2620759868251739,1.4583266483284112e-22,0.2857233921993195,5330
ANK1,0.3196042265531441,2.5572765356094273e-33,0.2856917669775344,380
POMT2,0.4645618188594532,5.89736086479942e-73,0.28565595652858555,6206
SALL2,0.43349675034142965,9.89142591671857e-63,0.2856544695788044,7198
VAMP8,-0.2924344712980793,6.274111704307576e-28,0.2856307151234223,9067
LY6E,-0.15218708084247168,2.036670173584575e-08,0.2855589174905535,4495
SMG5,0.4095012958660939,1.56664803398766e-55,0.28554975720922504,7734
ADK,-0.4893865484318485,6.391225573850738e-82,0.2855478874082157,211
IDE,0.3459104706172302,4.278096368693879e-39,0.28549146834604405,3744
GNB5,0.3807604094870679,1.1963780425813108e-47,0.28546561341094145,3255
BBS9,0.3927910409628291,7.463012301428209e-51,0.28545179383839975,822
MYO7A,0.3426422838673895,2.3978729136717883e-38,0.2853682825665752,5120
TNFSF10,-0.41159452187292034,3.8898486908141765e-56,0.28533076540564556,8558
MYH14,0.3308095612345248,1.0378415382547225e-35,0.2853159502397705,5089
SLC6A1,0.33593664629066217,7.726051388252317e-37,0.285278417223725,7666
PLA2G7,-0.12008487646179447,1.0058345148872171e-05,0.28522228949425854,6046
IFITM2,-0.2803273123731345,1.0439355748519478e-25,0.28521465663543216,3773
C1orf112,0.08583113052032354,0.0016289054693642648,0.2851096322143183,996
HADH,-0.09139842105724423,0.0007911366087032887,0.28499262989989155,3467
GNAT2,0.08757715651179353,0.001304361661144183,0.28497469540200976,3250
OAS3,-0.2112020786278463,4.999431978331224e-15,0.28494894598234055,5565
HEXIM1,-0.385907514309385,5.285009943831577e-49,0.2849194684220062,3535
DBNDD1,0.42947448162148744,1.7503998681589928e-61,0.2849025488926337,2031
ATP2B2,0.3913695241096855,1.8138561667718626e-50,0.2848850022179474,708
DSG2,-0.037553043856839684,0.1686871818350384,0.2847621869072755,2337
GBP1,-0.34687512145977106,2.562051076865833e-39,0.28475096873243727,3125
C2CD5,0.3129619187209279,6.002389836513831e-32,0.2847096749577382,1021
CD79A,-0.39089113876189924,2.4432840704295776e-50,0.28469815896297535,1300
CACNA1F,0.3759970493241242,2.042590393137596e-46,0.2846902805135594,1072
MYBPC3,-0.1613689886278903,2.654870577218928e-09,0.28457996054617946,5078
TOX,0.1413039812789149,1.9554122234796797e-07,0.28457606198888646,8607
WDR47,0.2760685109913512,5.94579540314806e-25,0.2845637900427841,9186
TMCC1,0.2773572344194756,3.523586148890383e-25,0.28454357576770123,8440
BCL11A,0.31888108556699296,3.6197377193905416e-33,0.28453502649006485,840
PA2G4,-0.21802796552083456,6.163382214723839e-16,0.2844973009925987,5656
FADS3,-0.11215786789932736,3.747929481837175e-05,0.2844473392330718,2749
CSF2RB,-0.26010398682888075,3.085582655245868e-22,0.2844358774431994,1862
TBC1D22B,0.405603370685877,2.0427696537595374e-54,0.2844073518764508,8212
RGS5,-0.0036477360633631354,0.893676168481832,0.2843991849587633,6875
LPCAT3,-0.08290492981692166,0.0023431955674589736,0.2843886779848029,4405
SLC38A1,0.2310527829752709,9.30824935187459e-18,0.2843008913928371,7633
TSPAN8,-0.005151418555352445,0.8502887883233134,0.2842738335320822,8777
PIP4K2C,0.3821624763123572,5.1430361034306894e-48,0.2842682062109928,6009
ABCC9,-0.0961210313647216,0.00041545800422740825,0.2842650410833223,39
ARHGAP5,0.3833958981269199,2.438863240592228e-48,0.28422058529051775,542
STX12,-0.11495572209632797,2.3787071214220547e-05,0.2842205605240288,8063
B3GNT2,-0.33375440545308654,2.348368894398088e-36,0.28419082911742044,775
SETMAR,-0.36940864958965214,9.5727539934754e-45,0.2841779534293177,7404
HDAC9,0.24048636711654864,3.7868978177950327e-19,0.28417452877074245,3505
C17orf80,0.4031454751547806,1.0135981328445966e-53,0.28417144481880524,986
LIPA,-0.281766853675119,5.758085238296719e-26,0.2841484568605318,4366
FMO3,-0.17635476894006438,7.377607917587941e-11,0.28410920200971923,2962
VPS53,0.2842750218308354,2.0249355459619304e-26,0.28409913457869446,9131
LCMT1,0.16593127802355137,9.227291635552523e-10,0.2840195234649398,4301
METTL8,-0.38630988521912035,4.131501452715492e-49,0.2839899085143751,4763
CYB5R3,-0.358232137254899,5.343633785322017e-42,0.2839868943612383,1974
PLOD1,-0.11902614480356742,1.2048856714435639e-05,0.2839481357117239,6103
MDH1,-0.15417623218211998,1.3231320006936555e-08,0.2839168225609071,4696
ATP2A3,-0.2526511707347486,4.949562587337656e-21,0.28391234354968936,706
AHR,-0.31713142903519814,8.357362738071191e-33,0.2839054146011951,271
SLC25A23,0.43684684622454967,8.769579575172299e-64,0.28381144498191235,7571
LAMC2,0.02422599625236102,0.37466219111177845,0.28379326876222644,4272
NNAT,-0.04992394723126406,0.06719582971890874,0.283722596613694,5386
KRT1,-0.4041867274384955,5.150844763147111e-54,0.28369514953968417,4233
NCAM2,0.3319046821535891,5.983556082406379e-36,0.2835675483275324,5187
SWAP70,-0.19602285118979165,4.083061419901947e-13,0.2835575378219891,8115
TGFB2,0.4293005387842541,1.9802595117521746e-61,0.28355213009254937,8329
SREBF2,0.4396963369651917,1.0929368084975173e-64,0.28355012224153103,7930
CNTNAP1,0.36334697170383967,3.05024387679972e-43,0.2835378840870364,1671
SLAMF7,-0.4269416544017986,1.0478812961917801e-60,0.2835292888801814,7512
DIO1,-0.34692208910882366,2.4987720857762748e-39,0.2835115522546309,2195
DMD,0.2803637534283649,1.0283747533700909e-25,0.2834817726637229,2221
PTK2B,-0.16745583612240839,6.439162454219691e-10,0.2834722564096975,6517
PML,-0.34618876682480515,3.690573422185858e-39,0.28346476758107747,6127
HSPA14,0.0797544495252748,0.0034238348362662565,0.28345078413991953,3690
SIPA1L3,0.4497779750208484,5.8716765948911705e-68,0.28345008443312913,7492
RAB30,-0.29633493193716437,1.144527027063172e-28,0.28344827413686274,6625
CAMTA1,0.37271558101202173,1.403540070763863e-45,0.28343806498313495,1121
GSTK1,-0.3786250943697504,4.2936749393748184e-47,0.2834192559932687,3402
MPP6,-0.08105074480040815,0.0029336526673552003,0.28341842644526066,4913
SRGN,-0.3587967947969933,3.905461206490454e-42,0.2833725269984686,7936
SPTLC3,-0.051298856529707955,0.05999424963739482,0.2833631518294708,7920
PRG4,-0.30333754376622196,5.046883539044635e-30,0.28334552105381455,6348
TCF7L1,-0.1611978624190883,2.7606325190117726e-09,0.2832543892245294,8256
RBKS,0.41505110949490215,3.8137200730119475e-57,0.28323213341300313,6755
COL4A3,0.4604358010370903,1.5502370280034574e-71,0.28320995686516726,1701
SBSPON,0.3841932136169626,1.5030832200487228e-48,0.28320484801348494,7228
FBXW2,-0.23370443146580777,3.838216347821772e-18,0.2831271789053848,2870
AAMDC,-0.1395061559614247,2.7966002291693495e-07,0.28311081518097153,7
ANO10,-0.21783063381546253,6.5544179227640135e-16,0.2830320124881404,409
MISP,0.25824990786755336,6.206357253792668e-22,0.2829852507984867,4824
NDEL1,-0.3984924247173989,2.0271036551943527e-52,0.28296037367978555,5219
AMMECR1,0.21344669717965756,2.531474573267643e-15,0.2829264845755193,358
GNAI2,-0.3497406216007178,5.527714314417334e-40,0.282919416287542,3243
ALDH4A1,-0.12180969634884004,7.4707526566168915e-06,0.28290827834889903,327
ABCF2,0.35300101206117895,9.468094527179685e-41,0.2828956685843908,46
ITGA5,-0.2022927819987467,6.908409579136288e-14,0.28284519969648253,3955
PHKA1,0.43012668155372374,1.1013902101408056e-61,0.28277398486143573,5942
S1PR1,-0.3730138747881793,1.1790544370110844e-45,0.2827681266715831,7189
UNC5C,0.28943710016559265,2.2782993443241924e-27,0.2827350192019249,8980
HEYL,0.3738209720193418,7.350842727104307e-46,0.2827322163911402,3538
MLPH,0.04440698851255563,0.1035500217700804,0.28270689478727173,4844
PIAS1,-0.019889478616749612,0.4661084498757505,0.2825938762762145,5960
SERINC3,-0.2921910623139381,6.970835285501122e-28,0.28250414091946413,7370
LAMB2,-0.06226231386114703,0.02240000282053149,0.28250300591654176,4269
AUTS2,0.29760081403787836,6.551428258178032e-29,0.28248200896020215,759
RPGRIP1,0.1424036354405858,1.567594388426767e-07,0.282470944481221,7012
HMGB3,-0.004608657709592134,0.8659045798146054,0.2824583236745236,3606
NACA,-0.3352112830784019,1.1191108444040042e-36,0.28243792738274004,5153
STC1,0.38057721765104513,1.335493694998368e-47,0.2824306147968941,8022
CIB1,-0.2385520265769264,7.385534217829585e-19,0.28242137232526504,1542
LILRB4,-0.13134650671580694,1.3414734650727336e-06,0.28241260158332876,4346
RNF144A,0.17096710629163295,2.776376817430682e-10,0.2824077291701855,6952
ADPGK,-0.4068995525066252,8.729885853293771e-55,0.28238700999416283,217
ALAS2,-0.3767010189855845,1.3469497041103625e-46,0.2823556853892687,314
C1orf216,0.26507152048990107,4.614562323949617e-23,0.28231365176367823,1001
HNRNPL,0.2875697741715991,5.048011831598564e-27,0.2823105214242053,3634
KLF15,0.11818159036050759,1.3900522476578806e-05,0.28229283798474863,4176
CACNB4,0.3078656513287569,6.403667305797206e-31,0.2822777600878295,1082
C9orf116,0.41727186809623634,8.454617347351967e-58,0.2822372888728252,1047
ZNF516,0.4631624206786145,1.7962495770456386e-72,0.28223507243954704,9531
TSPAN12,0.06567703188220893,0.015995548623090345,0.28222601500576044,8766
FIP1L1,0.11338183847032698,3.075902309069124e-05,0.28221747507468387,2930
TXNRD3,-0.11134840292447482,4.2664831388618855e-05,0.2821831937156304,8871
CPVL,-0.03457361084920517,0.205097771250867,0.28216067739584616,1802
EIF3D,-0.3333141901067045,2.935548422774808e-36,0.28214841160458376,2500
ATXN7L1,-0.2865283985679004,7.84649078416878e-27,0.2821441977684595,752
HLA-DPA1,-0.30424609141530595,3.344970839052006e-30,0.28211504929634723,3584
MMP12,-0.39796149765728966,2.8445243563256486e-52,0.28211484546654875,4857
TP53,-0.14216241415295822,1.6457190362717876e-07,0.282027461471923,8610
LIG3,0.4079292127118573,4.43148495836326e-55,0.2819540820220608,4342
FAM168A,0.318244132917561,4.911885637907733e-33,0.28195360964026545,2780
IRS2,-0.25794310994530883,6.963418274527725e-22,0.2819519658375827,3936
FAT1,-0.08789093927792381,0.0012527820871615102,0.28189074400994846,2831
SLC4A5,0.38716682098855965,2.4426553823604004e-49,0.2818682522820125,7659
SLC7A5,0.37782773695091315,6.902386331424186e-47,0.28186143883691794,7677
CLPB,0.3387388758806901,1.8291248561338733e-37,0.28180609839434173,1614
SRP14,-0.25514736945283156,1.9736000816467065e-21,0.2817435216461742,7939
CALHM2,-0.3119650147698084,9.572587992749259e-32,0.28173990575741636,1101
FAM168B,0.26091991377088747,2.264656962192918e-22,0.28168824419436483,2781
IL15RA,-0.4242010971356986,7.141562359948111e-60,0.28168527540678867,3823
RALGAPA1,0.2544474348212431,2.556626022700849e-21,0.2816851777943001,6684
CDH12,0.21910230208981918,4.4047316164934773e-16,0.2815774530242487,1343
SAMD9,-0.47037282914687434,5.467927820768524e-75,0.28155361581416105,7202
FOXRED2,0.34732727664699037,2.0134975076309742e-39,0.28154869965942175,2996
MFF,0.15677194026157867,7.473595173864517e-09,0.28154578543758596,4773
NADK,-0.16419014536904095,1.385964589446331e-09,0.2815258311210867,5156
PTPN12,-0.06857698762664588,0.011881899603080968,0.2815080527718946,6528
ELF1,-0.3960961349174392,9.307366809543043e-52,0.2814935185978512,2533
MTA2,0.2961411518473274,1.246259122055442e-28,0.28148161535403887,5009
LTBR,-0.0900306840490616,0.0009482348631534301,0.2814480492412971,4487
RPL7A,-0.003602805660443887,0.8949781667744976,0.2814459897862384,7056
PTPRU,0.44623028846039026,8.550257373138016e-67,0.28139610934924314,6556
FGF2,-0.06335801438413538,0.020137199514675352,0.28137178381681116,2907
METTL17,-0.08052741671770437,0.003123281293400528,0.2813399561969327,4755
KAT7,0.16380534262420615,1.5154652807799893e-09,0.2813329205041242,4035
PIP5K1C,0.4448767628471475,2.3558957265563358e-66,0.28129078266136365,6012
TGIF1,-0.2755884090293897,7.22021896789899e-25,0.28128710517613775,8336
SIDT1,-0.2908409156682531,1.2478058106976973e-27,0.28127274020003645,7479
ZMYND10,0.2754966022342059,7.493057802521471e-25,0.2812533971777718,9402
R3HDM2,0.2908220970387162,1.257945370598917e-27,0.28122555814599925,6600
CFD,-0.2534801991918405,3.6512028050810335e-21,0.2812161458661296,1470
MUC3A,-0.11075054764272561,4.6923752488764595e-05,0.28121539641290605,5054
ASPN,-0.31008214305864956,2.300201287309318e-31,0.2810365671976993,648
ADO,0.43051627897953093,8.347266870541973e-62,0.2810332419556537,215
PGK1,0.1640783336060755,1.4224397126890451e-09,0.28102043913785,5909
EPHA2,0.32931792710495855,2.1894446763184347e-35,0.2809364716538496,2611
EEF1B2,-0.20216876402377892,7.159578983911205e-14,0.2808574513641655,2438
NNMT,-0.09335472981879119,0.0006080026945211245,0.28083111986273473,5387
GPRC5B,0.29291315754662606,5.098998504644212e-28,0.2808193505877127,3338
SMS,0.3972365438673759,4.513155415277776e-52,0.28081204093176,7751
CUEDC1,0.41259952548057965,1.9856675079139732e-56,0.2807980520398208,1933
MAN1A1,-0.16825702632634396,5.322804105915249e-10,0.2807833145756303,4544
RBM4B,0.24487131497622122,8.149209065670233e-20,0.28074972760319045,6779
BMP1,-0.13755269589150487,4.1046483664074274e-07,0.280732632814788,891
NECAP2,-0.5054128139774379,4.102612985394599e-88,0.28072806958946955,5273
CHN2,0.4453876356114815,1.6078668095074746e-66,0.2807148890039653,1518
GARNL3,0.28780776694204924,4.5627798227392356e-27,0.2806895944018126,3107
OAS2,-0.3358450121434558,8.096729955310087e-37,0.28067958338915966,5564
TACC3,-0.38745518750601654,2.045986523774923e-49,0.2806197843865623,8154
AKT2,-0.05853271552609851,0.03183410165860146,0.280611919774877,309
MRPL16,-0.25545744522024705,1.7593463099087856e-21,0.28061131816188334,4933
APMAP,-0.3390599369922678,1.5493149281000947e-37,0.280595645869738,471
SRD5A3,-0.12121470948991538,8.281646865150892e-06,0.2805829028176427,7928
PGD,-0.15048589153073322,2.932293387160236e-08,0.28052384818365916,5907
ARPC3,-0.3083077707356897,5.224408920500465e-31,0.28050492876872535,605
HGF,0.19379449114465233,7.570093666222848e-13,0.28050143603323774,3541
WAS,-0.3419762252353671,3.398542807789769e-38,0.28049083027958177,9157
DDX42,0.0027895892916823648,0.9185890777258423,0.28047753981400037,2102
KCTD2,0.41832411558971205,4.1244856978872465e-58,0.28044461158180867,4090
MRC2,-0.09946392042798488,0.00025875532953806437,0.2804084791895424,4925
VSTM4,-0.077180051139027,0.004624146142992589,0.28033786521668846,9143
PPIF,-0.07675258214617663,0.00485680615115333,0.2803204156979867,6247
CD99,-0.3956703159459728,1.2186677074596572e-51,0.2803044032936108,1310
CNPPD1,-0.36681832072788945,4.240280197924637e-44,0.28030433286047496,1662
PACSIN2,0.4482983744553072,1.801227739438996e-67,0.2802906418937607,5663
PPP2CB,0.19381911074623,7.518937799270567e-13,0.2802595228448947,6286
TMEM144,-0.028235151125219564,0.3007874203007718,0.2801973175478617,8469
WWTR1,-0.015154733622860515,0.5786870868746068,0.28019499444618284,9235
RMND1,-0.1299169863957109,1.7490319697812123e-06,0.28019001464635596,6921
PIP4K2B,0.2892053646511235,2.5155339074137775e-27,0.2801670712191577,6008
HNRNPUL2,0.32779611410894227,4.669173974378437e-35,0.2801627568429727,3639
UBA2,-0.15033658062707586,3.02702446490724e-08,0.28015887351469354,8884
U2AF2,0.37142817217492535,2.971593933963173e-45,0.2801556327471839,8879
SEMA4F,0.19064588531676013,1.7885453651847973e-12,0.2801304703762779,7344
VAT1,-0.1774189538079777,5.6503559447296396e-11,0.2800538557363773,9075
TMC6,-0.23046326165803085,1.1317631148140934e-17,0.28002117287735956,8439
PPP1R11,0.31529919990861094,1.9953592415331335e-32,0.2799505300700904,6268
HMGCS2,0.25130728874424363,8.085950980888404e-21,0.27991754186321577,3610
SPATA2,0.2862653373111314,8.768723255781666e-27,0.2799086550193908,7867
PRPF19,0.3886807069760134,9.615586591533067e-50,0.27990462120231496,6395
ADAMTS3,0.31245664221746133,7.606091930656046e-32,0.2798952454583406,162
SCAND1,-0.14048574085401097,2.3025143805729647e-07,0.2798553712198614,7239
CCNG2,0.09905989456406612,0.0002742082335216061,0.2798520189408882,1238
CRIP2,-0.025612820727645386,0.3479303005739218,0.27982733542335864,1825
LYPD3,0.07839018027503829,0.004019148438594893,0.27977736417320115,4499
DHX58,-0.28347014435938245,2.8350789195278113e-26,0.27975700487680083,2186
GLRX3,-0.1795533588238144,3.292990621878143e-11,0.27974438003439894,3213
RAPGEF4,0.36927015878137864,1.03691748383212e-44,0.2797390328955772,6714
TMEM243,-0.4202331656670445,1.114242584728283e-58,0.2797218700728024,8499
TEX2,0.35847839246426766,4.661088158727587e-42,0.2796923799506398,8299
CAPN2,-0.2649215905199248,4.8898421457558547e-23,0.27966481759464995,1133
AP2B1,0.3349420188264448,1.283799574669693e-36,0.2796614988763437,437
LIFR,-0.0003620082790182556,0.9894171410854817,0.2796498561549673,4340
DNAH17,0.19302750743783964,9.346422023790179e-13,0.279611924431959,2232
ASPHD1,0.3060953929604586,1.4415678694877574e-30,0.27959359232323816,646
ITM2C,0.43935181052708533,1.407348083727259e-64,0.27956668783193545,3984
NUP54,-0.3996933862458101,9.398686349713016e-53,0.27954285524545536,5544
TDRKH,0.3282543588369645,3.718754827400407e-35,0.27953448233161043,8274
VEGFB,-0.046048125924954046,0.09139099526471918,0.2793960581151866,9091
IRF9,-0.32405593245287895,2.948960761654751e-34,0.2793862325141147,3933
TFR2,0.23893118126650037,6.482186868586767e-19,0.2793801055102769,8323
CDK5RAP1,0.002987138040226038,0.9128460458318689,0.27935929607668747,1374
EEA1,-0.06620337883811758,0.01516704255491116,0.27934571066686176,2434
SLC11A2,0.3929736260645313,6.656370950762157e-51,0.27933303650824254,7517
GSDMD,-0.20353272250765608,4.827959553945728e-14,0.279286812231634,3389
C1R,-0.016292715635514828,0.5505026679242565,0.2791859980249284,1011
MYO1E,0.094679275235827,0.0005072943086178098,0.2791731070441926,5114
ATP9A,0.04756663887820226,0.08118776664686979,0.27907043965835204,738
KHSRP,0.40392602159341817,6.103577313297015e-54,0.27902470256945994,4120
RGCC,-0.35952013062871885,2.61120497304786e-42,0.2790067426050593,6859
BRD8,0.3910746413642814,2.1795865276576023e-50,0.27891315706224884,925
PTDSS1,-0.07238644305044224,0.00791359939127645,0.2788995322959893,6499
